[[34, -29, -365], [54, -29, -365], [34, -9, -365], [54, -9, -365], [34, -29, -345], [54, -29, -345], [34, -9, -345], [54, -9, -345]]
[[59, -28, -237], [79, -28, -237], [59, -8, -237], [79, -8, -237], [59, -28, -217], [79, -28, -217], [59, -8, -217], [79, -8, -217]]
[[-3, -24, -260], [17, -24, -260], [-3, -4, -260], [17, -4, -260], [-3, -24, -240], [17, -24, -240], [-3, -4, -240], [17, -4, -240]]
[[34, -29, -333], [54, -29, -333], [34, -9, -333], [54, -9, -333], [34, -29, -313], [54, -29, -313], [34, -9, -313], [54, -9, -313]]
[[60, -27, -211], [80, -27, -211], [60, -7, -211], [80, -7, -211], [60, -27, -191], [80, -27, -191], [60, -7, -191], [80, -7, -191]]
[[34, -27, -312], [54, -27, -312], [34, -7, -312], [54, -7, -312], [34, -27, -292], [54, -27, -292], [34, -7, -292], [54, -7, -292]]
[[-3, -24, -258], [17, -24, -258], [-3, -4, -258], [17, -4, -258], [-3, -24, -238], [17, -24, -238], [-3, -4, -238], [17, -4, -238]]
[[33, -26, -273], [53, -26, -273], [33, -6, -273], [53, -6, -273], [33, -26, -253], [53, -26, -253], [33, -6, -253], [53, -6, -253]]
[[57, -25, -176], [77, -25, -176], [57, -5, -176], [77, -5, -176], [57, -25, -156], [77, -25, -156], [57, -5, -156], [77, -5, -156]]
[[-3, -24, -260], [17, -24, -260], [-3, -4, -260], [17, -4, -260], [-3, -24, -240], [17, -24, -240], [-3, -4, -240], [17, -4, -240]]
[[34, -26, -250], [54, -26, -250], [34, -6, -250], [54, -6, -250], [34, -26, -230], [54, -26, -230], [34, -6, -230], [54, -6, -230]]
[[-3, -24, -266], [17, -24, -266], [-3, -4, -266], [17, -4, -266], [-3, -24, -246], [17, -24, -246], [-3, -4, -246], [17, -4, -246]]
[[-2089, 431, 3593], [-2069, 431, 3593], [-2089, 451, 3593], [-2069, 451, 3593], [-2089, 431, 3613], [-2069, 431, 3613], [-2089, 451, 3613], [-2069, 451, 3613]]
[[29, -23, -196], [49, -23, -196], [29, -3, -196], [49, -3, -196], [29, -23, -176], [49, -23, -176], [29, -3, -176], [49, -3, -176]]
[[-4, -23, -260], [16, -23, -260], [-4, -3, -260], [16, -3, -260], [-4, -23, -240], [16, -23, -240], [-4, -3, -240], [16, -3, -240]]
[[28, -22, -165], [48, -22, -165], [28, -2, -165], [48, -2, -165], [28, -22, -145], [48, -22, -145], [28, -2, -145], [48, -2, -145]]
[[-4, -22, -260], [16, -22, -260], [-4, -2, -260], [16, -2, -260], [-4, -22, -240], [16, -22, -240], [-4, -2, -240], [16, -2, -240]]
[[-2910, 612, 3593], [-2890, 612, 3593], [-2910, 632, 3593], [-2890, 632, 3593], [-2910, 612, 3613], [-2890, 612, 3613], [-2910, 632, 3613], [-2890, 632, 3613]]
[[29, -21, -132], [49, -21, -132], [29, -1, -132], [49, -1, -132], [29, -21, -112], [49, -21, -112], [29, -1, -112], [49, -1, -112]]
[[-3, -23, -270], [17, -23, -270], [-3, -3, -270], [17, -3, -270], [-3, -23, -250], [17, -23, -250], [-3, -3, -250], [17, -3, -250]]
[[-1860, 554, 3593], [-1840, 554, 3593], [-1860, 574, 3593], [-1840, 574, 3593], [-1860, 554, 3613], [-1840, 554, 3613], [-1860, 574, 3613], [-1840, 574, 3613]]
[[-4, -22, -260], [16, -22, -260], [-4, -2, -260], [16, -2, -260], [-4, -22, -240], [16, -22, -240], [-4, -2, -240], [16, -2, -240]]
[[-3, -23, -268], [17, -23, -268], [-3, -3, -268], [17, -3, -268], [-3, -23, -248], [17, -23, -248], [-3, -3, -248], [17, -3, -248]]
[[-3064, 703, 3593], [-3044, 703, 3593], [-3064, 723, 3593], [-3044, 723, 3593], [-3064, 703, 3613], [-3044, 703, 3613], [-3064, 723, 3613], [-3044, 723, 3613]]
[[-3, -23, -267], [17, -23, -267], [-3, -3, -267], [17, -3, -267], [-3, -23, -247], [17, -23, -247], [-3, -3, -247], [17, -3, -247]]
[[-4, -23, -260], [16, -23, -260], [-4, -3, -260], [16, -3, -260], [-4, -23, -240], [16, -23, -240], [-4, -3, -240], [16, -3, -240]]
[[-3, -23, -264], [17, -23, -264], [-3, -3, -264], [17, -3, -264], [-3, -23, -244], [17, -23, -244], [-3, -3, -244], [17, -3, -244]]
[[-3, -22, -256], [17, -22, -256], [-3, -2, -256], [17, -2, -256], [-3, -22, -236], [17, -22, -236], [-3, -2, -236], [17, -2, -236]]
[[-3, -22, -266], [17, -22, -266], [-3, -2, -266], [17, -2, -266], [-3, -22, -246], [17, -22, -246], [-3, -2, -246], [17, -2, -246]]
[[-273, 74, 3593], [-253, 74, 3593], [-273, 94, 3593], [-253, 94, 3593], [-273, 74, 3613], [-253, 74, 3613], [-273, 94, 3613], [-253, 94, 3613]]
[[-3, -22, -259], [17, -22, -259], [-3, -2, -259], [17, -2, -259], [-3, -22, -239], [17, -22, -239], [-3, -2, -239], [17, -2, -239]]
[[-3, -22, -258], [17, -22, -258], [-3, -2, -258], [17, -2, -258], [-3, -22, -238], [17, -22, -238], [-3, -2, -238], [17, -2, -238]]
[[-3, -22, -257], [17, -22, -257], [-3, -2, -257], [17, -2, -257], [-3, -22, -237], [17, -22, -237], [-3, -2, -237], [17, -2, -237]]
[[-2, -24, -258], [18, -24, -258], [-2, -4, -258], [18, -4, -258], [-2, -24, -238], [18, -24, -238], [-2, -4, -238], [18, -4, -238]]
[[85, -44, -1290], [105, -44, -1290], [85, -24, -1290], [105, -24, -1290], [85, -44, -1270], [105, -44, -1270], [85, -24, -1270], [105, -24, -1270]]
[[-2, -22, -257], [18, -22, -257], [-2, -2, -257], [18, -2, -257], [-2, -22, -237], [18, -22, -237], [-2, -2, -237], [18, -2, -237]]
[[-2, -22, -258], [18, -22, -258], [-2, -2, -258], [18, -2, -258], [-2, -22, -238], [18, -22, -238], [-2, -2, -238], [18, -2, -238]]
[[-2, -22, -258], [18, -22, -258], [-2, -2, -258], [18, -2, -258], [-2, -22, -238], [18, -22, -238], [-2, -2, -238], [18, -2, -238]]
