[[61, -26, -317], [81, -26, -317], [61, -6, -317], [81, -6, -317], [61, -26, -297], [81, -26, -297], [61, -6, -297], [81, -6, -297]]
[[-2, -22, -260], [18, -22, -260], [-2, -2, -260], [18, -2, -260], [-2, -22, -240], [18, -22, -240], [-2, -2, -240], [18, -2, -240]]
[[35, -26, -395], [55, -26, -395], [35, -6, -395], [55, -6, -395], [35, -26, -375], [55, -26, -375], [35, -6, -375], [55, -6, -375]]
[[59, -26, -282], [79, -26, -282], [59, -6, -282], [79, -6, -282], [59, -26, -262], [79, -26, -262], [59, -6, -262], [79, -6, -262]]
[[-2, -22, -260], [18, -22, -260], [-2, -2, -260], [18, -2, -260], [-2, -22, -240], [18, -22, -240], [-2, -2, -240], [18, -2, -240]]
[[58, -27, -248], [78, -27, -248], [58, -7, -248], [78, -7, -248], [58, -27, -228], [78, -27, -228], [58, -7, -228], [78, -7, -228]]
[[-2, -22, -260], [18, -22, -260], [-2, -2, -260], [18, -2, -260], [-2, -22, -240], [18, -22, -240], [-2, -2, -240], [18, -2, -240]]
[[34, -28, -360], [54, -28, -360], [34, -8, -360], [54, -8, -360], [34, -28, -340], [54, -28, -340], [34, -8, -340], [54, -8, -340]]
[[57, -27, -218], [77, -27, -218], [57, -7, -218], [77, -7, -218], [57, -27, -198], [77, -27, -198], [57, -7, -198], [77, -7, -198]]
[[-2, -22, -261], [18, -22, -261], [-2, -2, -261], [18, -2, -261], [-2, -22, -241], [18, -22, -241], [-2, -2, -241], [18, -2, -241]]
[[33, -28, -327], [53, -28, -327], [33, -8, -327], [53, -8, -327], [33, -28, -307], [53, -28, -307], [33, -8, -307], [53, -8, -307]]
[[57, -27, -190], [77, -27, -190], [57, -7, -190], [77, -7, -190], [57, -27, -170], [77, -27, -170], [57, -7, -170], [77, -7, -170]]
[[33, -28, -300], [53, -28, -300], [33, -8, -300], [53, -8, -300], [33, -28, -280], [53, -28, -280], [33, -8, -280], [53, -8, -280]]
[[-2, -22, -261], [18, -22, -261], [-2, -2, -261], [18, -2, -261], [-2, -22, -241], [18, -22, -241], [-2, -2, -241], [18, -2, -241]]
[[32, -27, -268], [52, -27, -268], [32, -7, -268], [52, -7, -268], [32, -27, -248], [52, -27, -248], [32, -7, -248], [52, -7, -248]]
[[56, -26, -160], [76, -26, -160], [56, -6, -160], [76, -6, -160], [56, -26, -140], [76, -26, -140], [56, -6, -140], [76, -6, -140]]
[[-2, -23, -261], [18, -23, -261], [-2, -3, -261], [18, -3, -261], [-2, -23, -241], [18, -23, -241], [-2, -3, -241], [18, -3, -241]]
[[32, -27, -239], [52, -27, -239], [32, -7, -239], [52, -7, -239], [32, -27, -219], [52, -27, -219], [32, -7, -219], [52, -7, -219]]
[[-2, -23, -262], [18, -23, -262], [-2, -3, -262], [18, -3, -262], [-2, -23, -242], [18, -23, -242], [-2, -3, -242], [18, -3, -242]]
[[-2089, 431, 3593], [-2069, 431, 3593], [-2089, 451, 3593], [-2069, 451, 3593], [-2089, 431, 3613], [-2069, 431, 3613], [-2089, 451, 3613], [-2069, 451, 3613]]
[[30, -25, -202], [50, -25, -202], [30, -5, -202], [50, -5, -202], [30, -25, -182], [50, -25, -182], [30, -5, -182], [50, -5, -182]]
[[-2, -23, -262], [18, -23, -262], [-2, -3, -262], [18, -3, -262], [-2, -23, -242], [18, -23, -242], [-2, -3, -242], [18, -3, -242]]
[[46, -25, -136], [66, -25, -136], [46, -5, -136], [66, -5, -136], [46, -25, -116], [66, -25, -116], [46, -5, -116], [66, -5, -116]]
[[-2, -23, -262], [18, -23, -262], [-2, -3, -262], [18, -3, -262], [-2, -23, -242], [18, -23, -242], [-2, -3, -242], [18, -3, -242]]
[[-2910, 612, 3593], [-2890, 612, 3593], [-2910, 632, 3593], [-2890, 632, 3593], [-2910, 612, 3613], [-2890, 612, 3613], [-2910, 632, 3613], [-2890, 632, 3613]]
[[40, -24, -109], [60, -24, -109], [40, -4, -109], [60, -4, -109], [40, -24, -89], [60, -24, -89], [40, -4, -89], [60, -4, -89]]
[[-3, -23, -264], [17, -23, -264], [-3, -3, -264], [17, -3, -264], [-3, -23, -244], [17, -23, -244], [-3, -3, -244], [17, -3, -244]]
[[-1860, 554, 3593], [-1840, 554, 3593], [-1860, 574, 3593], [-1840, 574, 3593], [-1860, 554, 3613], [-1840, 554, 3613], [-1860, 574, 3613], [-1840, 574, 3613]]
[[-3, -23, -264], [17, -23, -264], [-3, -3, -264], [17, -3, -264], [-3, -23, -244], [17, -23, -244], [-3, -3, -244], [17, -3, -244]]
[[-3, -23, -265], [17, -23, -265], [-3, -3, -265], [17, -3, -265], [-3, -23, -245], [17, -23, -245], [-3, -3, -245], [17, -3, -245]]
[[-3064, 703, 3593], [-3044, 703, 3593], [-3064, 723, 3593], [-3044, 723, 3593], [-3064, 703, 3613], [-3044, 703, 3613], [-3064, 723, 3613], [-3044, 723, 3613]]
[[-3, -23, -266], [17, -23, -266], [-3, -3, -266], [17, -3, -266], [-3, -23, -246], [17, -23, -246], [-3, -3, -246], [17, -3, -246]]
[[-3, -23, -265], [17, -23, -265], [-3, -3, -265], [17, -3, -265], [-3, -23, -245], [17, -23, -245], [-3, -3, -245], [17, -3, -245]]
[[-3, -23, -266], [17, -23, -266], [-3, -3, -266], [17, -3, -266], [-3, -23, -246], [17, -23, -246], [-3, -3, -246], [17, -3, -246]]
[[-3, -23, -265], [17, -23, -265], [-3, -3, -265], [17, -3, -265], [-3, -23, -245], [17, -23, -245], [-3, -3, -245], [17, -3, -245]]
[[-3, -23, -265], [17, -23, -265], [-3, -3, -265], [17, -3, -265], [-3, -23, -245], [17, -23, -245], [-3, -3, -245], [17, -3, -245]]
[[-279, 81, 3593], [-259, 81, 3593], [-279, 101, 3593], [-259, 101, 3593], [-279, 81, 3613], [-259, 81, 3613], [-279, 101, 3613], [-259, 101, 3613]]
[[-3, -23, -265], [17, -23, -265], [-3, -3, -265], [17, -3, -265], [-3, -23, -245], [17, -23, -245], [-3, -3, -245], [17, -3, -245]]
[[-3, -23, -264], [17, -23, -264], [-3, -3, -264], [17, -3, -264], [-3, -23, -244], [17, -23, -244], [-3, -3, -244], [17, -3, -244]]
[[-3, -23, -263], [17, -23, -263], [-3, -3, -263], [17, -3, -263], [-3, -23, -243], [17, -23, -243], [-3, -3, -243], [17, -3, -243]]
[[-3, -23, -263], [17, -23, -263], [-3, -3, -263], [17, -3, -263], [-3, -23, -243], [17, -23, -243], [-3, -3, -243], [17, -3, -243]]
[[85, -44, -1290], [105, -44, -1290], [85, -24, -1290], [105, -24, -1290], [85, -44, -1270], [105, -44, -1270], [85, -24, -1270], [105, -24, -1270]]
[[-3, -23, -262], [17, -23, -262], [-3, -3, -262], [17, -3, -262], [-3, -23, -242], [17, -23, -242], [-3, -3, -242], [17, -3, -242]]
[[-3, -23, -262], [17, -23, -262], [-3, -3, -262], [17, -3, -262], [-3, -23, -242], [17, -23, -242], [-3, -3, -242], [17, -3, -242]]
[[-3, -22, -261], [17, -22, -261], [-3, -2, -261], [17, -2, -261], [-3, -22, -241], [17, -22, -241], [-3, -2, -241], [17, -2, -241]]
